Text,polarity,Emotion
"The food is spectacular(1), from the appitizers to the main course, and then of course the desserts, (WOW) you'll need no more(2).",positive,Joy
"The food is spectacular(1), from the appitizers to the main course, and then of course the desserts, (WOW) you'll need no more(2).",positive,Joy
My fish was delicious(1) in an incredible(2) curry sauce.,positive,Joy
My fish was delicious(1) in an incredible(2) curry sauce.,positive,Joy
If you are in search of the most authentic NYC deli experience look no further than the famous and historic Katz's Deli down on the Lower East Side.,positive,Joy
"Even upon delivery, their juicy pork buns are quite good . .",positive,Joy
"Average(1) to good Thai food, but terrible(2) delivery.",positive,Joy
"Average(1) to good Thai food, but terrible(2) delivery.",negative,Anger
The space is nice(1) but when we order our drink we were in for a surprise(2).,positive,Joy
The space is nice(1) but when we order our drink we were in for a surprise(2).,negative,Joy
The entire place and the treatment we received felt as a conveyor belt.,negative,Joy
Joe's Pizza used to have the best slice until this pizzeria opened up.,positive,Joy
And they provided a delicious dessert on the house!,positive,Joy
"They are still living in the dark ages and do not have an answering machine, so if you want to make a reservation you are limited.",negative,Anger
"The food is amazing(1), rich(2) pastas and fresh doughy(3) pizza.",positive,Joy
"The food is amazing(1), rich(2) pastas and fresh doughy(3) pizza.",positive,Joy
"The food is amazing(1), rich(2) pastas and fresh doughy(3) pizza.",positive,Joy
"Food was very good, but not what I would consider out of this world.",positive,Joy
I had Lobster Bisque it has 2 oz. of Maine Lobster in it.,positive,Joy
I had Lobster Bisque it has 2 oz. of Maine Lobster in it.,positive,Joy
"Try the Pad Thai, it's fabulous(1) and their prices are so cheap!(2)",positive,Joy
"Try the Pad Thai, it's fabulous(1) and their prices are so cheap!(2)",positive,Joy
Food is great and inexpensive.,positive,Joy
The price very reasonable.,positive,Joy
"Dessert - can't be missed, so save room!!!",positive,Joy
"It can be a little confusing as to where one goes to order, but once the food is ordered, you are in for a treat.",positive,Joy
Ingredients are organic which is a real plus for me.,positive,Joy
It was so bad I actually refused to pay for my food.,negative,Anger
I recommend this spot to anyone who enjoys  fine(1) cuisine at reasonable(2) prices.,positive,Joy
I recommend this spot to anyone who enjoys  fine(1) cuisine at reasonable(2) prices.,positive,Joy
"The staff was very attentive(1), the ambience lovely(2), and the food superb(3).",positive,Joy
"The staff was very attentive(1), the ambience lovely(2), and the food superb(3).",positive,Joy
"The staff was very attentive(1), the ambience lovely(2), and the food superb(3).",positive,Joy
"I love when restaurants think using fancy expensive(1) ingrediants makes the food fine(2) cuisine, even with no idea how to use them.",positive,Joy
"I love when restaurants think using fancy expensive(1) ingrediants makes the food fine(2) cuisine, even with no idea how to use them.",positive,Joy
"I love when restaurants think using fancy expensive(1) ingrediants makes the food fine(2) cuisine, even with no idea how to use them.",positive,Joy
THe Pizza and wine were excellent(1)-the service too(2)--but what really MADE this place was(3) the backyard dining area.,positive,Joy
THe Pizza and wine were excellent(1)-the service too(2)--but what really MADE this place was(3) the backyard dining area.,positive,Joy
THe Pizza and wine were excellent(1)-the service too(2)--but what really MADE this place was(3) the backyard dining area.,positive,Joy
THe Pizza and wine were excellent(1)-the service too(2)--but what really MADE this place was(3) the backyard dining area.,positive,Joy
"The waiters are sweet(1), the food is tasty(2) and the bill is never too large(3).",positive,Joy
"The waiters are sweet(1), the food is tasty(2) and the bill is never too large(3).",positive,Joy
"The waiters are sweet(1), the food is tasty(2) and the bill is never too large(3).",positive,Joy
"The service was superb, they treat you like family.",positive,Joy
"We all had the tasting(1) menu and unlike some of the other reviews, I felt there was more than enough(2) food.",positive,Joy
"We all had the tasting(1) menu and unlike some of the other reviews, I felt there was more than enough(2) food.",positive,Joy
"It only took about five or so minutes to get an empty table, but standing up wasn't too bad.",positive,Anger
"The menu may be small, but everything on it is delicious.",negative,Joy
They had scrapped the bottom of the vessel in which they make(1) the rice -RESULT - WE HAD LARGE CHUNKS OF BURNT(2) RICE IN OUR SERVING BOWL.,negative,Anger
They had scrapped the bottom of the vessel in which they make(1) the rice -RESULT - WE HAD LARGE CHUNKS OF BURNT(2) RICE IN OUR SERVING BOWL.,negative,Anger
"for dessert we split(1) chocolate cake and vanilla gelato (with espresso), which were tasty, but I thought a bit overpriced(2).",conflict,Joy
"for dessert we split(1) chocolate cake and vanilla gelato (with espresso), which were tasty, but I thought a bit overpriced(2).",conflict,Joy
"for dessert we split(1) chocolate cake and vanilla gelato (with espresso), which were tasty, but I thought a bit overpriced(2).",conflict,Joy
"Warm, comfortable(1) surroundings, nice appointments (witness the etched glass and brickwork separating(2) the dining rooms).",positive,Joy
"Warm, comfortable(1) surroundings, nice appointments (witness the etched glass and brickwork separating(2) the dining rooms).",neutral,Joy
We ran a little late(1) for the reservation but it wasn't a problem to get our(2) table immediately.,neutral,Anger
We ran a little late(1) for the reservation but it wasn't a problem to get our(2) table immediately.,positive,Joy
We arrived on time for our reservation and seated promptly.The,positive,Joy
"I would definitely go back for a very special occasion, but not for regular fine dining.",neutral,Joy
"The well mannered, pleasant staff that Tony has in his employ.",positive,Joy
The flavors robust and subtle.,positive,Joy
"All I can say is $2 pints during happy hour and the some of the cheapest(1) oysters you'll find in the city, though the quality is some of the best(2).",positive,Joy
"All I can say is $2 pints during happy hour and the some of the cheapest(1) oysters you'll find in the city, though the quality is some of the best(2).",positive,Joy
"I would never wait for a table to eat, it just is not THAT great.",neutral,Anger
"We concluded with tiramisu chocolate cake, both were delicious.",positive,Joy
The counter service is bad.,negative,Anger
"Service here was great(1), food was fantastic(2).",positive,Joy
"Service here was great(1), food was fantastic(2).",positive,Joy
"This is such a lovely, peaceful place to eat outside.",positive,Joy
The sauce is delicious(1) and the crust is perfect(2).,positive,Joy
The sauce is delicious(1) and the crust is perfect(2).,positive,Joy
Since my first dinner I have had the chance to have brunch at Orsay 3x.,neutral,Anger
Since my first dinner I have had the chance to have brunch at Orsay 3x.,neutral,Anger
"You will pay a lot for(1) the decore, but the food is no better or worse than a lot of other Chinese and Asian fusion places in NY(2).",negative,Anger
"You will pay a lot for(1) the decore, but the food is no better or worse than a lot of other Chinese and Asian fusion places in NY(2).",neutral,Anger
They have some great entrees here as well.,positive,Joy
The service is not consistently excellent -- just decent.,neutral,Joy
"The food, served in small tasting(1) portions (as an option) is very good(2) with each dish being better than the next(3).",positive,Joy
"The food, served in small tasting(1) portions (as an option) is very good(2) with each dish being better than the next(3).",neutral,Joy
"The food, served in small tasting(1) portions (as an option) is very good(2) with each dish being better than the next(3).",positive,Joy
"The food, served in small tasting(1) portions (as an option) is very good(2) with each dish being better than the next(3).",positive,Joy
"They do cater to American palates, but if you like it hot let them know and they are more than willing to oblige!",positive,Joy
I had the mango chicken and i can't go on to tell you how delicious(1) that was and the presentation was beatiful(2).,positive,Joy
I had the mango chicken and i can't go on to tell you how delicious(1) that was and the presentation was beatiful(2).,positive,Joy
I care more about the food and ambience.,neutral,Joy
I care more about the food and ambience.,neutral,Joy
"Oh, but wait, we were out of drinks (which were also delightfully overpriced).",negative,Anger
The service is fantastic.,positive,Joy
The garlic mashed potatoes are hands down the best in the city!,positive,Joy
Food and service was okay.,neutral,Joy
Food and service was okay.,neutral,Joy
The lamb meat was under-cooked and EXTRMELY CHEWY.,negative,Anger
The best pad thai i've ever had.,positive,Joy
"Over time, the food quality has decreased substantially(1), it is a lot less crowded than it used to (2), and the service must definitely be part of the reason.",negative,Anger
"Over time, the food quality has decreased substantially(1), it is a lot less crowded than it used to (2), and the service must definitely be part of the reason.",negative,Anger
Great(1) pizza and fantastic(2) service.,positive,Joy
Great(1) pizza and fantastic(2) service.,positive,Joy
We were seated(1) outside and the waiter spilled(2) red wine and hot tea on myself and my date(3).,negative,Anger
We were seated(1) outside and the waiter spilled(2) red wine and hot tea on myself and my date(3).,neutral,Anger
We were seated(1) outside and the waiter spilled(2) red wine and hot tea on myself and my date(3).,neutral,Anger
We were seated(1) outside and the waiter spilled(2) red wine and hot tea on myself and my date(3).,neutral,Anger
i would just ask for no oil next time.,negative,Anger
"While this is a pretty(1) place in that overly cute French way, the food was insultingly horrible(2).",positive,Joy
"While this is a pretty(1) place in that overly cute French way, the food was insultingly horrible(2).",negative,Anger
I went there for lunch and it was not as good as I expected from the reviews I read.,neutral,Anger
"The wine list isn't great(1), and the desserts are shipped in from Bruno's down the street, which is not as good as it used to be(2).",negative,Anger
"The wine list isn't great(1), and the desserts are shipped in from Bruno's down the street, which is not as good as it used to be(2).",negative,Anger
I ordered a Lassi and asked 4 times for it but never got it.,neutral,Anger
Their coffee is quite good too!,positive,Joy
"great(1) wine list (italian), good(2) food, service was INITIALLY fine(3).",positive,Joy
"great(1) wine list (italian), good(2) food, service was INITIALLY fine(3).",positive,Joy
"great(1) wine list (italian), good(2) food, service was INITIALLY fine(3).",conflict,Joy
"Despite the fact that the space is large(1), they've overcrowded the floor(2) with tables.",positive,Joy
"Despite the fact that the space is large(1), they've overcrowded the floor(2) with tables.",negative,Anger
"As far as the service goes, the waitresses were not particularly friendly, but they got the job done.",conflict,Anger
"As far as the service goes, the waitresses were not particularly friendly, but they got the job done.",conflict,Anger
"They are not helpful in the least and will give you the grand run around so by the time the event date rolls around you will not only regret chosing this place, but also become hostile!",negative,Anger
I had to ask her three times before she finally came back with the dish Ive requested.,neutral,Anger
"Normally that would be improper, however they were all delicious and my host did not complain.",neutral,Joy
Taxan delicious!,positive,Joy
"Unlike other places in NYC where the sandwiches you want only come as a triple-decker, here you can get what you want in a reasonably-sized portion (and price).",negative,Joy
"Unlike other places in NYC where the sandwiches you want only come as a triple-decker, here you can get what you want in a reasonably-sized portion (and price).",positive,Joy
"Unlike other places in NYC where the sandwiches you want only come as a triple-decker, here you can get what you want in a reasonably-sized portion (and price).",positive,Joy
"Southern Indian cuisine is still there, too.",neutral,Anger
"Restaurant snobs need not bother, this is a small, neighborhood kind of place.",positive,Anger
They couldn't even make a salad that was appealing.,negative,Anger
For two people with tip was less than $25 bucks.,neutral,Joy
Killer Sushi!,positive,Joy
Of course the reason its so packed is because the food is so delicious!,positive,Joy
"Staffs are not that friendly(1), but the taste covers all(2).",negative,Anger
"Staffs are not that friendly(1), but the taste covers all(2).",positive,Joy
The jukebox plays everything from Italian Opera to The Strokes.,positive,Joy
Plus they made a perfect martini.,positive,Joy
I am not sure if I would call the food here Indian as it is a fusion of what seems to be French with an Indian or exotic touch.,neutral,Anger
"I've eaten thai many times, and am very familiar with the cuisine.",neutral,Anger
The waiter was attentive.,positive,Joy
Their Margarita is best I've had since I've returned from Naples!,positive,Joy
The tastes makes your mouth water for more.,positive,Joy
"Their sake list was extensive(1), but we were looking for Purple Haze, which wasn't listed but made for us upon request!(2)",positive,Joy
"Their sake list was extensive(1), but we were looking for Purple Haze, which wasn't listed but made for us upon request!(2)",conflict,Anger
"The tables are crammed way too close(1), the menu is typical of any Italian restaurant(2), and the wine list is simply overpriced(3).",negative,Anger
"The tables are crammed way too close(1), the menu is typical of any Italian restaurant(2), and the wine list is simply overpriced(3).",neutral,Joy
"The tables are crammed way too close(1), the menu is typical of any Italian restaurant(2), and the wine list is simply overpriced(3).",negative,Anger
The food was actually aweful.,negative,Anger
They are served with a free(1) appetizer and the portions are perfect(2) for lunch.,positive,Joy
They are served with a free(1) appetizer and the portions are perfect(2) for lunch.,positive,Joy
They are served with a free(1) appetizer and the portions are perfect(2) for lunch.,neutral,Joy
They are served with a free(1) appetizer and the portions are perfect(2) for lunch.,neutral,Joy
There is actually space to breathe(1) and the decor sets the tone for an intimate(2) dinner.,positive,Joy
There is actually space to breathe(1) and the decor sets the tone for an intimate(2) dinner.,positive,Joy
There is actually space to breathe(1) and the decor sets the tone for an intimate(2) dinner.,neutral,Joy
We went around 9:30 on a Friday and it had died down a bit by then so the service was great!,positive,Joy
"My husband and I both ordered the Steak, medium.",neutral,Anger
"Furthermore, the rice had no(1) seasoning, so the sushi was bland and disgusting(2).",negative,Anger
"Furthermore, the rice had no(1) seasoning, so the sushi was bland and disgusting(2).",negative,Anger
"Furthermore, the rice had no(1) seasoning, so the sushi was bland and disgusting(2).",negative,Anger
This place has realy fresh(1) sushi and a nice large(2) menu of Japanese classic cuisine.,positive,Joy
This place has realy fresh(1) sushi and a nice large(2) menu of Japanese classic cuisine.,positive,Joy
This place has realy fresh(1) sushi and a nice large(2) menu of Japanese classic cuisine.,positive,Joy
The sushi is average(1) and the prices are anything but(2).,neutral,Joy
The sushi is average(1) and the prices are anything but(2).,neutral,Joy
"My wife and I also enjoyed(1) the spinach, the Shanghai low mein, and other attractions(2).",positive,Joy
"My wife and I also enjoyed(1) the spinach, the Shanghai low mein, and other attractions(2).",positive,Joy
Owner must have coem on this website to give himself credit.,neutral,Joy
Turned out there was full service upstairs and sat down.,positive,Anger
Several of the dim sum orders had about 6-8 pieces.,neutral,Joy
If you have a dumpling fetish i suggest you try some here!,positive,Joy
"Three page wine menu, one page entree and horedevous.",positive,Anger
"Three page wine menu, one page entree and horedevous.",positive,Anger
"Three page wine menu, one page entree and horedevous.",positive,Anger
"The food is consistently wonderful - I've been coming here for years(1), and the owner has always been accomodating and friendly(2).",positive,Joy
"The food is consistently wonderful - I've been coming here for years(1), and the owner has always been accomodating and friendly(2).",positive,Joy
The waiters and owners were nonchalant about this and promised to call the exterminator but weren't as dismayed or apologetic as I would have expected.,negative,Joy
The waiters and owners were nonchalant about this and promised to call the exterminator but weren't as dismayed or apologetic as I would have expected.,negative,Joy
And the food was fantastic.,positive,Joy
"If you're looking for a place to sit down, have a drink and conversations with friends, go to sweet-n-tart and order yourself a hong-kong styled milk and tea with tapioca pearls (hot).",neutral,Joy
"If you're looking for a place to sit down, have a drink and conversations with friends, go to sweet-n-tart and order yourself a hong-kong styled milk and tea with tapioca pearls (hot).",positive,Joy
"If you're looking for a place to sit down, have a drink and conversations with friends, go to sweet-n-tart and order yourself a hong-kong styled milk and tea with tapioca pearls (hot).",positive,Joy
"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.",neutral,Joy
"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.",neutral,Joy
"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.",neutral,Joy
"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.",neutral,Joy
"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.",neutral,Joy
"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.",neutral,Joy
"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.",neutral,Joy
"They're also friendlier here, especially the owner, Kenny.",positive,Joy
"While the room is not particularly comfortable, once you're seated you'll forget about everything except what's on your plate.",negative,Joy
"While the room is not particularly comfortable, once you're seated you'll forget about everything except what's on your plate.",positive,Anger
I've lived in NYC all my life and had never before seen so many waterbugs in one place (except in a really bad dream).,negative,Anger
Winnie and her staff are the best crew you can find serving you.,positive,Joy
Winnie and her staff are the best crew you can find serving you.,positive,Joy
Winnie and her staff are the best crew you can find serving you.,positive,Joy
"The ambiance is minimal(1) the food is not phenomenal(2), but some dishes are quite good(3), such as the eggplant parmesan, veal in carozza chicken saltimbocca.",positive,Joy
"The ambiance is minimal(1) the food is not phenomenal(2), but some dishes are quite good(3), such as the eggplant parmesan, veal in carozza chicken saltimbocca.",negative,Joy
"The ambiance is minimal(1) the food is not phenomenal(2), but some dishes are quite good(3), such as the eggplant parmesan, veal in carozza chicken saltimbocca.",positive,Joy
"The ambiance is minimal(1) the food is not phenomenal(2), but some dishes are quite good(3), such as the eggplant parmesan, veal in carozza chicken saltimbocca.",positive,Joy
"The ambiance is minimal(1) the food is not phenomenal(2), but some dishes are quite good(3), such as the eggplant parmesan, veal in carozza chicken saltimbocca.",positive,Joy
"My host asked for appetizers for the group and the waiter gave us not only what we ordered, but some other items that were not ordered.",neutral,Joy
"My host asked for appetizers for the group and the waiter gave us not only what we ordered, but some other items that were not ordered.",neutral,Joy
"My host asked for appetizers for the group and the waiter gave us not only what we ordered, but some other items that were not ordered.",neutral,Joy
You can even get packages of the chutneys to stock your fridge!,positive,Joy
The bar has various selections(1) and the mixed drink special is a catcher! 2 for 1's(2).,positive,Joy
The bar has various selections(1) and the mixed drink special is a catcher! 2 for 1's(2).,positive,Joy
"If it isn't for the food (A), it must be the service or the ambience.",positive,Joy
"If it isn't for the food (A), it must be the service or the ambience.",positive,Joy
"If it isn't for the food (A), it must be the service or the ambience.",positive,Joy
"During the course of the past 3 months, the chef and staff changed and it was not for the better.",negative,Anger
"During the course of the past 3 months, the chef and staff changed and it was not for the better.",negative,Anger
"I like the ambience, it's very dark and original.",positive,Joy
"Overall, not worth the money.",negative,Anger
This place is not worth the prices.,negative,Anger
We left after one drink.,neutral,Anger
Pick a bagel has the best bagels in the city.,positive,Joy
"You are paying for the atmosphere, which is nice, but can be had in numerous places in Bay Ridge.",conflict,Joy
Yes you have to(1) wait to be seated and because its small there is no(2) waiting area and the seat at the bar was all taken.,negative,Anger
Yes you have to(1) wait to be seated and because its small there is no(2) waiting area and the seat at the bar was all taken.,negative,Anger
Yes you have to(1) wait to be seated and because its small there is no(2) waiting area and the seat at the bar was all taken.,neutral,Anger
Yes you have to(1) wait to be seated and because its small there is no(2) waiting area and the seat at the bar was all taken.,negative,Anger
"The last two times I ordered from here my food was soo spicy that  I could barely eat it(1), and the spice took away from(2) the flavor of the dish.",negative,Anger
"The last two times I ordered from here my food was soo spicy that  I could barely eat it(1), and the spice took away from(2) the flavor of the dish.",negative,Anger
"The last two times I ordered from here my food was soo spicy that  I could barely eat it(1), and the spice took away from(2) the flavor of the dish.",negative,Anger
"The last two times I ordered from here my food was soo spicy that  I could barely eat it(1), and the spice took away from(2) the flavor of the dish.",negative,Anger
The fried dumplings are GREAT!,positive,Joy
This place has the best Chinese style BBQ ribs in the city.,positive,Joy
Ive been here so many times the waiters know my name.,neutral,Joy
The decor is very simple but comfortable.,conflict,Joy
"We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a large(1) Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellente(2).",neutral,Joy
"We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a largee(1) Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellente(2).",neutral,Joy
"We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a largee(1) Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellente(2).",positive,Joy
"We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a largee(1) Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellente(2).",positive,Joy
"We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a largee(1) Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellente(2).",positive,Joy
"We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a largee(1) Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellente(2).",positive,Joy
The 'kamasutra' and 'bombay cosmopolitan' are excellent and will have you tipsy in no time.,positive,Joy
The 'kamasutra' and 'bombay cosmopolitan' are excellent and will have you tipsy in no time.,positive,Joy
This is the perfect date spot for Williamsburg couples.,positive,Joy
The dim sum here is only so-so.,neutral,Anger
"$6 and there is much tasty food, all of it fresh and continually refilled.",positive,Joy
"Just straight up cheap, good food.",positive,Joy
Seating is ok even though sometimes there's alot of people.,neutral,Anger
"Even with a relatively inexpensive(1) botle of wine, if you can call $70.00 inexpensive, the cost is through the roof for better than average fare(2).",negative,Joy
"Even with a relatively inexpensive(1) botle of wine, if you can call $70.00 inexpensive, the cost is through the roof for better than average fare(2).",conflict,Joy
"Service was slow(1), but the people were friendly(2).",negative,Joy
"Service was slow(1), but the people were friendly(2).",positive,Joy
The steak was very fatty(1) and the sauce was overpowering and not very tasty(2).,negative,Joy
The steak was very fatty(1) and the sauce was overpowering and not very tasty(2).,negative,Joy
"The staff makes you feel at home(1), the food is great(2) and the atmosphere is WONDERFUL(3)!",positive,Joy
"The staff makes you feel at home(1), the food is great(2) and the atmosphere is WONDERFUL(3)!",positive,Joy
"The staff makes you feel at home(1), the food is great(2) and the atmosphere is WONDERFUL(3)!",positive,Joy
The food is alright - some stuff is good - some is not(1) (like the steak dish which tends to be dry(2)).,conflict,Joy
The food is alright - some stuff is good - some is not(1) (like the steak dish which tends to be dry(2)).,negative,Joy
They have a very diverse menu so its something for everybody.,positive,Joy
The staff was too busy(1) ordering sushi for dinner and then laying it out to eat(2) on the bar to even bring me my check.,negative,Anger
The staff was too busy(1) ordering sushi for dinner and then laying it out to eat(2) on the bar to even bring me my check.,neutral,Anger
The staff was too busy(1) ordering sushi for dinner and then laying it out to eat(2) on the bar to even bring me my check.,neutral,Anger
The staff was too busy(1) ordering sushi for dinner and then laying it out to eat(2) on the bar to even bring me my check.,neutral,Anger
The staff was too busy(1) ordering sushi for dinner and then laying it out to eat(2) on the bar to even bring me my check.,neutral,Anger
"As a long-time patron of Mamoun's, I always figured that I had found the best late night food spot in the city.",positive,Joy
The bagel was huge.,neutral,Joy
Get the tuna of gari.,positive,Anger
"I like(1) the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing(2).",positive,Joy
"I like(1) the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing(2).",positive,Joy
"I like(1) the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing(2).",positive,Joy
"I like(1) the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing(2).",negative,Joy
"I like(1) the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing(2).",negative,Joy
Edible but really a ripoff(1) at those prices given whats in the area(2).,negative,Anger
"The staff has been nice, but they seemed really stressed(1) and the unisex bathroom needs to be cleaned more often(2).",conflict,Joy
"The staff has been nice, but they seemed really stressed(1) and the unisex bathroom needs to be cleaned more often(2).",negative,Sadness
The service was the only thing good about this restaurant.,positive,Joy
Service- friendly and attentive.,positive,Joy
Service was very prompt but slightly rushed.,conflict,Joy
"Great(1) food, great(2) decor, great(3) service.",positive,Joy
"Great(1) food, great(2) decor, great(3) service.",positive,Joy
"Great(1) food, great(2) decor, great(3) service.",positive,Joy
"And, atlhough tables opened up next to us and we ASKED for a slightly larger(1) space, they left us awkardly seated(2).",neutral,Anger
"And, atlhough tables opened up next to us and we ASKED for a slightly larger(1) space, they left us awkardly seated(2).",neutral,Anger
"The palak paneer was standard(1), and I was not a fan(2) of the malai kofta.",neutral,Joy
"The palak paneer was standard(1), and I was not a fan(2) of the malai kofta.",neutral,Joy
I've dined at Alain Ducasse's restaurant in Monte Carlo for half the(1) price for the same excellent(2) dining experience.,positive,Joy
I've dined at Alain Ducasse's restaurant in Monte Carlo for half the(1) price for the same excellent(2) dining experience.,positive,Joy
"Yeah, sometimes the service can be slow.",negative,Anger
There was no ambiance.,negative,Anger
"Save your money and don't waste your calories, go to Margharita's on Washington Street instead, they have amazing(1) food and the BEST(2) service.",positive,Joy
"Save your money and don't waste your calories, go to Margharita's on Washington Street instead, they have amazing(1) food and the BEST(2) service.",positive,Joy
The service was attentive without being overbearing(1) and each dish we tried was wonderful(2) from the spring rolls to the cod with pineapple tempura.,positive,Joy
The service was attentive without being overbearing(1) and each dish we tried was wonderful(2) from the spring rolls to the cod with pineapple tempura.,positive,Joy
The service was attentive without being overbearing(1) and each dish we tried was wonderful(2) from the spring rolls to the cod with pineapple tempura.,positive,Joy
The service was attentive without being overbearing(1) and each dish we tried was wonderful(2) from the spring rolls to the cod with pineapple tempura.,positive,Joy
"The only weird thing was if we got a(1) bottle, the waitress would have simply multiplied the glass price X4, which makes no sense whatsoever(2).",neutral,Disgust
"The only weird thing was if we got a(1) bottle, the waitress would have simply multiplied the glass price X4, which makes no sense whatsoever(2).",negative,Disgust
"The only weird thing was if we got a(1) bottle, the waitress would have simply multiplied the glass price X4, which makes no sense whatsoever(2).",negative,Disgust
"They sell special sushi, everything have a topping, sauce and etc.",positive,Joy
"They sell special sushi, everything have a topping, sauce and etc.",positive,Joy
"They sell special sushi, everything have a topping, sauce and etc.",positive,Joy
DO not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of taste.,negative,Anger
"The place is small and intimate and you may feel a little crowded(1), but the service is excellent(2) and it's great for friends out, a romantic date, or a special occassion.",positive,Joy
"The place is small and intimate and you may feel a little crowded(1), but the service is excellent(2) and it's great for friends out, a romantic date, or a special occassion.",negative,Joy
The service was excellent(1) and the food was delicious(2).,positive,Joy
The service was excellent(1) and the food was delicious(2).,positive,Joy
Service was also very good.,positive,Joy
"I took my girlfriend there for her birthday last night and we had a relaxing, really good meal.",positive,Joy
"I would not have been so disappointed(1) with the portions if the qualities were good enough to make up for it, but they were not(2)!",negative,Joy
"I would not have been so disappointed(1) with the portions if the qualities were good enough to make up for it, but they were not(2)!",negative,Joy
I'm happy to have Nosh in the neighborhood and the food is very comforting.,positive,Joy
"Good(1) atmosphere, combination of all the hottest(2) music dress code is relatively strict except on Fridays(3).",positive,Joy
"Good(1) atmosphere, combination of all the hottest(2) music dress code is relatively strict except on Fridays(3).",positive,Joy
"Good(1) atmosphere, combination of all the hottest(2) music dress code is relatively strict except on Fridays(3).",negative,Joy
love the food.,positive,Joy
I would highly recommend(1) Nina's to anyone who wants to have a romantic(2) dinner in a heart warming(3) surrounding filled with candles and family pictures.,positive,Joy
I would highly recommend(1) Nina's to anyone who wants to have a romantic(2) dinner in a heart warming(3) surrounding filled with candles and family pictures.,positive,Joy
I would highly recommend(1) Nina's to anyone who wants to have a romantic(2) dinner in a heart warming(3) surrounding filled with candles and family pictures.,positive,Joy
I would highly recommend(1) Nina's to anyone who wants to have a romantic(2) dinner in a heart warming(3) surrounding filled with candles and family pictures.,positive,Joy
All the desserts the group tried got favorable reviews.,positive,Joy
There's something smooth about sipping sake upper east side style.,positive,Joy
It's a nice place to relax and have conversation.,positive,Joy
Best Reuben sandwich ever!,positive,Joy
Lucky Strike is a great casual place to just grab a bite to eat.,positive,Joy
Wonderful strawberry daiquiries as well!,positive,Joy
"Going to Volare is like going to your favorite aunt's house for dinner, assuming that your aunt is a great Italian cook.",neutral,Joy
"The sushi has been from average to below average(1), the wait service has always been sub-par(2) the atmosphere goes from nice to really irritating(3) (if you sit in the area beyond the kitchen, the acousitcs are horrid, everything echoes is extremely loud(4)).",negative,Anger
"The sushi has been from average to below average(1), the wait service has always been sub-par(2) the atmosphere goes from nice to really irritating(3) (if you sit in the area beyond the kitchen, the acousitcs are horrid, everything echoes is extremely loud(4)).",negative,Anger
"The sushi has been from average to below average(1), the wait service has always been sub-par(2) the atmosphere goes from nice to really irritating(3) (if you sit in the area beyond the kitchen, the acousitcs are horrid, everything echoes is extremely loud(4)).",conflict,Joy
"The sushi has been from average to below average(1), the wait service has always been sub-par(2) the atmosphere goes from nice to really irritating(3) (if you sit in the area beyond the kitchen, the acousitcs are horrid, everything echoes is extremely loud(4)).",negative,Joy
Frites were delicious if a bit on the thick side.,positive,Joy
Here you get the zen feel without feeling rigid.,positive,Joy
I would recommend putting your name down(1) and then getting a drink at a local bar first though(2) because of the wait time.,neutral,Joy
I would recommend putting your name down(1) and then getting a drink at a local bar first though(2) because of the wait time.,neutral,Joy
I would recommend putting your name down(1) and then getting a drink at a local bar first though(2) because of the wait time.,negative,Joy
